CUST_ID,GENDER,MARITAL_STATUS,NATIONALITY,EDUCATION,EMPLOYMENT,OCCUPATION,AGE_IN_YEARS,NO_OF_DIFFERENT_PRODUCTS,LOAN_DEFAULT,DATE_OF_BIRTH,FIRST_CUSTOMER_OPENING_DATE,weekday
239184,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,40.328542,1,F,1964-01-01,1995-07-08,2.0
239202,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,39.392197,1,F,1964-12-08,1995-07-08,1.0
239223,Male,Married,Greek Cypriot,Professional qualification,Private Company / Partnership,Accountants,37.166324,2,T,1967-03-01,1995-07-08,2.0
239251,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,35.805613,3,T,1968-07-10,1995-07-08,2.0
239274,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,42.149213,2,F,1962-03-07,1995-07-08,2.0
239300,Female,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,36.084873,3,F,1968-03-30,1994-08-30,5.0
239349,Male,Married,Greek Cypriot,College/University,Government - Semi-Government,Skilled Worker,39.485284,3,F,1964-11-04,1995-07-08,2.0
239376,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,39.460643,2,T,1964-11-13,1993-06-11,4.0
239410,Female,Married,Greek Cypriot,Secondary,Housewife,n/a,36.462697,1,T,1967-11-13,1994-08-02,0.0
239429,Male,n/a,Greek Cypriot,n/a,Puplic Company,Skilled Worker,36.492813,2,T,1967-11-02,1999-07-15,3.0
239444,Female,Married,Greek Cypriot,College/University,Puplic Company,Other Professionals,40.70089,3,F,1963-08-18,1993-08-26,6.0
239467,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,37.601643,4,F,1966-09-23,1995-07-08,4.0
239493,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,39.058179,1,T,1965-04-09,1999-07-16,4.0
239519,Male,Married,Greek Cypriot,Secondary,Selfemployed,Restaurant or Hotel Owners,38.595483,4,F,1965-09-25,1995-07-06,5.0
239544,Male,n/a,Greek Cypriot,n/a,Selfemployed,Technicians,38.146475,1,F,1966-03-08,1995-07-08,1.0
239561,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,40.041068,1,F,1964-04-15,1995-07-08,2.0
239596,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Teachers / Professors,37.327858,1,F,1967-01-01,2003-10-17,6.0
239652,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.913073,2,F,1965-06-01,2002-07-17,1.0
239678,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,37.169062,3,F,1967-02-28,1995-07-08,1.0
239717,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Teachers / Professors,36.651608,3,F,1967-09-05,1995-07-08,1.0
239734,Male,Single,Greek Cypriot,Masters/PHD,Private Company / Partnership,Doctors,36.755647,4,F,1967-07-29,1999-07-16,5.0
239751,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,41.169062,2,F,1963-02-28,1995-07-08,3.0
239775,Female,Widowed,Greek Cypriot,Secondary,Private Company / Partnership,Salesmen,37.686516,4,F,1966-08-23,1992-12-18,1.0
239796,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,MILITARY,39.028063,1,F,1965-04-20,1995-07-08,1.0
239815,Female,Married,British,n/a,Government - Semi-Government,Clerical Staff,41.730322,2,F,1962-08-07,1994-04-21,1.0
239830,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,36.473648,5,F,1967-11-09,1995-07-08,3.0
239844,Female,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,44.328542,2,F,1960-01-01,1995-07-04,4.0
239870,Male,Married,Greek Cypriot,Masters/PHD,Private Company / Partnership,Middle Manager,38.283368,3,F,1966-01-17,1995-07-08,0.0
239889,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.255989,4,F,1966-01-27,1995-07-08,3.0
239901,Female,Divorced,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,36.498289,1,F,1967-10-31,1995-07-08,1.0
239916,Male,Married,Greek Cypriot,Secondary,Selfemployed,Other Professionals,37.002053,4,T,1967-04-30,1995-07-08,6.0
239937,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,48.024641,1,F,1956-04-21,1995-07-08,5.0
239959,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,38.179329,3,F,1966-02-24,1995-02-20,3.0
239979,Female,n/a,Greek Cypriot,n/a,Housewife,Housewives,38.57358,3,T,1965-10-03,1994-01-13,6.0
239995,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,38.735113,4,F,1965-08-05,1995-07-08,3.0
240013,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.718686,2,T,1965-08-11,1995-07-08,2.0
240030,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,37.620808,4,F,1966-09-16,1995-04-17,4.0
240043,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,38.327173,1,T,1966-01-01,1996-06-25,5.0
240060,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,39.19781,3,F,1965-02-17,2003-03-11,2.0
240092,Female,Divorced,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,38.502396,5,F,1965-10-29,1995-07-08,4.0
240119,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,37.566051,4,F,1966-10-06,1998-10-20,3.0
240163,Female,Married,Greek Cypriot,Secondary,Selfemployed,Other Professionals,38.269678,2,T,1966-01-22,1993-12-07,5.0
240186,Male,Married,Greek Cypriot,College/University,Government - Semi-Government,MILITARY,37.111567,4,F,1967-03-21,1995-07-08,1.0
240209,Female,n/a,Greek Cypriot,n/a,n/a,Accountants,36.574949,3,F,1967-10-03,1995-07-08,1.0
240228,Male,Married,Greek Cypriot,College/University,Selfemployed,Doctors,36.503765,4,T,1967-10-29,1993-08-10,6.0
240308,Female,Married,Greek Cypriot,Secondary,n/a,Others,38.360027,1,F,1965-12-20,1995-11-06,0.0
240321,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,38.461328,2,T,1965-11-13,1996-02-22,5.0
240341,Male,n/a,Greek Cypriot,n/a,n/a,Other Professionals,38.425736,4,F,1965-11-26,1991-09-19,4.0
240364,Male,Married,Greek Cypriot,Secondary,Puplic Company,Clerical Staff,36.941821,1,F,1967-05-22,1995-07-08,0.0
240386,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.628337,1,T,1965-09-13,1993-12-30,0.0
240409,Female,Married,Greek Cypriot,Secondary,n/a,Clerical Staff,39.739904,1,F,1964-08-03,1994-07-27,0.0
240431,Male,Married,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,38.398357,2,F,1965-12-06,1995-07-08,0.0
240445,Male,n/a,Greek Cypriot,n/a,n/a,n/a,38.633812,3,T,1965-09-11,1995-07-08,5.0
240494,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,36.643395,2,T,1967-09-08,2002-05-16,4.0
240509,Male,Married,Greek Cypriot,Masters/PHD,Government - Semi-Government,Teachers / Professors,38.444901,4,T,1965-11-19,1996-04-29,4.0
240531,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,36.145106,4,F,1968-03-08,1995-07-08,4.0
240553,Female,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,37.467488,1,T,1966-11-11,1995-07-11,4.0
240583,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,37.708419,3,T,1966-08-15,1995-07-08,0.0
240608,Male,Married,Greek Cypriot,College/University,Selfemployed,Architects/Civil Eng/Land,36.974675,3,T,1967-05-10,1993-04-15,2.0
240640,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,37.399042,3,T,1966-12-06,1995-07-08,1.0
240683,Female,Married,Greek Cypriot,Secondary,Housewife,n/a,37.908282,2,F,1966-06-03,1995-07-08,4.0
240704,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Businessmen,37.73306,2,F,1966-08-06,1995-06-19,5.0
240734,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,36.29295,3,T,1968-01-14,1996-09-25,6.0
240751,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,37.61807,2,F,1966-09-17,1999-01-08,5.0
240774,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Skilled Worker,39.099247,2,F,1965-03-25,1995-07-08,3.0
240799,Female,Married,Greek Cypriot,n/a,Puplic Company,Clerical Staff,39.271732,3,F,1965-01-21,1999-05-12,3.0
240816,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,39.173169,2,T,1965-02-26,1995-07-08,4.0
240832,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.889802,3,F,1967-06-10,1995-07-08,5.0
240879,Female,Divorced,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,39.356605,4,F,1964-12-21,1995-07-08,0.0
240911,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Teachers / Professors,36.073922,1,F,1968-04-03,2000-08-03,2.0
240949,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,Clerical Staff,36.260096,3,F,1968-01-26,1995-07-08,4.0
240976,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,SENIOR MANAGER,55.362081,4,F,1948-12-19,1995-07-08,6.0
241010,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,36.810404,3,T,1967-07-09,1995-03-15,6.0
241026,Female,Married,Greek Cypriot,n/a,Puplic Company,Clerical Staff,36.692676,2,F,1967-08-21,1999-07-05,0.0
241045,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,38.190281,2,F,1966-02-20,1995-07-08,6.0
241067,Female,Married,Greek Cypriot,Secondary,Puplic Company,Skilled Worker,36.375086,4,T,1967-12-15,1999-12-08,4.0
241089,Female,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,38.360027,1,F,1965-12-20,1995-07-08,0.0
241112,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Farm  Agricultural,38.160164,3,F,1966-03-03,1995-07-08,3.0
241139,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,36.314853,4,F,1968-01-06,1995-07-08,5.0
241162,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,36.772074,3,F,1967-07-23,1995-07-08,6.0
241181,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.232717,3,F,1968-02-05,1999-02-04,0.0
241204,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,37.327858,2,T,1967-01-01,1997-07-17,6.0
241231,Male,n/a,Greek Cypriot,n/a,n/a,Other Professionals,37.234771,1,F,1967-02-04,1995-07-08,5.0
241249,Male,n/a,Greek Cypriot,n/a,n/a,Other Professionals,35.767283,2,F,1968-07-24,1995-07-08,2.0
241270,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,37.727584,1,F,1966-08-08,1995-07-08,0.0
241291,Male,Married,Greek Cypriot,n/a,Government - Semi-Government,Technicians,36.988364,3,F,1967-05-05,2002-06-17,4.0
241314,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.010951,5,T,1968-04-26,1996-09-12,4.0
241336,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.325804,3,T,1968-01-02,1993-07-12,1.0
241352,Male,Married,Greek Cypriot,n/a,Government - Semi-Government,Broker/Financial Advisor,36.25462,4,F,1968-01-28,1993-02-24,6.0
241395,Female,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,39.107461,4,F,1965-03-22,1995-07-08,0.0
241428,Male,Married,Greek Cypriot,Masters/PHD,Government - Semi-Government,SENIOR MANAGER,36.960986,3,F,1967-05-15,1995-07-08,0.0
241463,Male,Married,Greek Cypriot,Secondary,n/a,Clerical Staff,37.445585,1,T,1966-11-19,1995-06-27,5.0
241487,Male,n/a,Greek Cypriot,n/a,Selfemployed,Other Businessmen,35.915127,2,F,1968-05-31,2000-04-07,4.0
241505,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,36.747433,1,T,1967-08-01,2000-06-28,1.0
241534,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,37.984942,2,T,1966-05-06,1995-07-08,4.0
241554,Male,n/a,Greek Cypriot,n/a,Selfemployed,Other Professionals,37.251198,1,T,1967-01-29,1995-07-08,6.0
241569,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Architects/Civil Eng/Land,39.282683,2,F,1965-01-17,1995-07-08,6.0
241592,Male,Married,Greek Cypriot,Professional qualification,Puplic Company,Technicians,36.183436,2,T,1968-02-23,1993-10-12,4.0
241616,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Real Estate agents,36.977413,4,F,1967-05-09,1995-03-13,1.0
241640,Male,Married,Greek Cypriot,Secondary,Selfemployed,Other Professionals,35.780972,1,T,1968-07-19,1995-07-08,4.0
241685,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Technicians,35.682409,2,T,1968-08-24,1995-07-08,5.0
241709,Male,Married,Greek Cypriot,n/a,Selfemployed,Teachers / Professors,37.221081,4,F,1967-02-09,1995-07-08,3.0
241732,Male,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,38.836413,1,T,1965-06-29,1995-06-09,1.0
241762,Female,Single,Greek Cypriot,n/a,Puplic Company,Clerical Staff,36.19165,3,T,1968-02-20,1995-11-27,1.0
241786,Female,Married,Other,n/a,Private Company / Partnership,Other Businessmen,36.112252,1,F,1968-03-20,1995-07-08,2.0
241810,Female,Married,Greek Cypriot,Elementary,n/a,Unskilled Worker,37.900068,3,T,1966-06-06,1995-07-08,0.0
241832,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Middle Manager,36.410678,3,F,1967-12-02,1995-07-08,5.0
241859,Female,Married,Greek Cypriot,n/a,Selfemployed,Technicians,38.277892,3,F,1966-01-19,1995-07-08,2.0
241887,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,Architects/Civil Eng/Land,36.791239,3,F,1967-07-16,1993-09-22,6.0
241933,Female,Married,Greek Cypriot,College/University,Puplic Company,Clerical Staff,38.379192,1,F,1965-12-13,1995-07-08,0.0
241963,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,36.421629,2,F,1967-11-28,1994-12-08,1.0
241986,Male,Married,Greek Cypriot,College/University,Selfemployed,Accountants,38.245038,3,F,1966-01-31,1993-06-11,0.0
242014,Male,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,37.122519,2,T,1967-03-17,1995-07-08,4.0
242030,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Skilled Worker,38.058864,2,F,1966-04-09,1995-07-08,5.0
242077,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,38.053388,2,F,1966-04-11,1995-07-08,0.0
242098,Female,Married,Greek Cypriot,College/University,Puplic Company,Clerical Staff,37.486653,1,F,1966-11-04,1995-07-08,4.0
242125,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Businessmen,36.95551,5,F,1967-05-17,1995-07-08,2.0
242147,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,35.748118,1,F,1968-07-31,1995-07-08,2.0
242166,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,37.44011,1,T,1966-11-21,1995-06-29,0.0
242185,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Salesmen,36.919918,5,F,1967-05-30,1995-07-08,1.0
242210,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.677618,2,T,1965-08-26,1995-07-08,3.0
242245,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,37.971253,6,F,1966-05-11,1995-07-08,2.0
242270,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,37.724846,3,F,1966-08-09,1995-07-08,1.0
242287,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Accountants,37.007529,5,F,1967-04-28,1993-05-07,4.0
242311,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Technicians,37.010267,2,F,1967-04-27,1995-08-01,3.0
242338,Male,n/a,Greek Cypriot,n/a,n/a,Others,38.822724,3,T,1965-07-04,1995-07-08,6.0
242358,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,54.663929,1,F,1949-08-31,1995-06-26,2.0
242378,Female,Divorced,Greek Cypriot,n/a,Private Company / Partnership,Accountants,37.853525,1,F,1966-06-23,1997-04-10,3.0
242398,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Accountants,37.752225,4,F,1966-07-30,1993-02-17,5.0
242413,Female,Married,Greek Cypriot,n/a,Housewife,n/a,37.462012,2,F,1966-11-13,1994-10-21,6.0
242434,Male,n/a,Greek Cypriot,n/a,n/a,n/a,103.326489,2,F,1901-01-01,1995-07-08,1.0
242452,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,40.542094,2,F,1963-10-15,1995-07-08,1.0
242508,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Solicitors,52.824093,1,F,1951-07-04,1995-07-08,2.0
242537,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,37.462012,1,T,1966-11-13,1995-07-08,6.0
242569,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,35.635866,1,T,1968-09-10,1995-07-08,1.0
242599,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,36.440794,1,T,1967-11-21,1999-07-02,1.0
242631,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,38.699521,1,F,1965-08-18,1995-07-08,2.0
242651,Male,n/a,Greek Cypriot,n/a,n/a,Other Professionals,37.916496,2,F,1966-05-31,1995-11-30,1.0
242675,Female,Married,Greek Cypriot,n/a,Retired,n/a,60.635181,2,F,1943-09-11,1995-07-08,5.0
242703,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Merchants,36.052019,3,T,1968-04-11,1995-07-08,3.0
242728,Female,Divorced,Greek Cypriot,n/a,Puplic Company,Other Professionals,36.062971,4,F,1968-04-07,1995-07-08,6.0
242749,Male,n/a,Other,n/a,Selfemployed,Other Businessmen,54.715948,3,F,1949-08-12,1992-12-18,4.0
242791,Male,Married,Greek Cypriot,n/a,Selfemployed,Farm  Agricultural,37.560575,1,T,1966-10-08,1998-03-16,5.0
242825,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,37.004791,2,T,1967-04-29,1993-04-27,5.0
242844,Female,Married,Greek Cypriot,Masters/PHD,Government - Semi-Government,Clerical Staff,37.021218,1,T,1967-04-23,1993-09-28,6.0
242866,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Salesmen,36.796715,1,T,1967-07-14,1995-07-08,4.0
242884,Male,n/a,Greek Cypriot,n/a,n/a,Others,38.349076,3,F,1965-12-24,1994-11-23,4.0
242903,Male,Married,Greek Cypriot,College/University,Selfemployed,Solicitors,37.963039,3,F,1966-05-14,1992-04-02,5.0
242926,Male,Married,Greek Cypriot,n/a,n/a,Unskilled Worker,37.073238,2,F,1967-04-04,1995-07-08,1.0
242953,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,55.271732,2,F,1949-01-21,2003-01-31,4.0
242977,Female,Married,Greek Cypriot,College/University,Housewife,n/a,38.737851,3,F,1965-08-04,1996-10-17,2.0
243024,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,50.028747,2,F,1954-04-20,1995-07-08,1.0
243073,Female,n/a,n/a,n/a,Selfemployed,Other Professionals,41.338809,3,F,1962-12-28,1995-07-08,4.0
243095,Female,n/a,Greek Cypriot,n/a,n/a,Others,38.354552,1,T,1965-12-22,1995-07-08,2.0
243132,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,54.327173,1,F,1950-01-01,1995-07-08,6.0
243153,Male,Married,Greek Cypriot,College/University,Puplic Company,Clerical Staff,38.45859,1,T,1965-11-14,1999-04-29,6.0
243167,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Skilled Worker,39.077344,3,F,1965-04-02,1995-07-08,4.0
243230,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Unskilled Worker,38.475017,2,T,1965-11-08,1995-07-08,0.0
243246,Female,Divorced,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,38.743326,1,F,1965-08-02,1992-12-18,0.0
243270,Male,n/a,Greek Cypriot,n/a,Puplic Company,Clerical Staff,37.149897,1,T,1967-03-07,2000-04-17,1.0
243291,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Architects/Civil Eng/Land,37.50308,3,F,1966-10-29,1993-03-09,5.0
243314,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.514716,1,T,1967-10-25,1995-07-08,2.0
243344,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,40.640657,4,F,1963-09-09,1998-10-12,0.0
243378,Male,Divorced,Greek Cypriot,n/a,Private Company / Partnership,Middle Manager,37.03217,3,F,1967-04-19,1992-07-10,2.0
243403,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,39.33744,1,F,1964-12-28,1995-07-08,0.0
243426,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Technicians,35.438741,1,F,1968-11-21,1995-07-08,3.0
243473,Male,Divorced,Greek Cypriot,Secondary,Private Company / Partnership,Middle Manager,37.68104,3,F,1966-08-25,1995-07-08,3.0
243521,Male,Married,Greek Cypriot,Masters/PHD,Puplic Company,Other Professionals,40.807666,3,F,1963-07-10,1995-07-08,2.0
243546,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,36.772074,1,T,1967-07-23,1995-07-08,6.0
243564,Female,Married,Greek Cypriot,n/a,Housewife,n/a,39.887748,1,T,1964-06-10,1995-07-08,2.0
243592,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,40.125941,3,F,1964-03-15,1995-07-08,6.0
243613,Female,n/a,Greek Cypriot,n/a,Housewife,Housewives,36.175222,2,T,1968-02-26,1995-07-08,0.0
243633,Female,Married,Greek Cypriot,n/a,Puplic Company,Insurance Broker,36.939083,3,F,1967-05-23,1994-09-02,1.0
243662,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,36.684463,2,F,1967-08-24,1993-05-25,3.0
243689,Female,Married,Greek Cypriot,n/a,Housewife,n/a,40.52293,5,F,1963-10-22,1995-07-08,1.0
243716,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,36.065708,3,F,1968-04-06,1995-07-08,5.0
243735,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,37.24846,2,F,1967-01-30,2001-12-21,0.0
243756,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,37.253936,5,F,1967-01-28,1995-07-08,5.0
243784,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Accountants,36.52293,1,T,1967-10-22,1995-10-09,6.0
243823,Female,Married,Greek Cypriot,Secondary,n/a,Clerical Staff,38.726899,1,T,1965-08-08,1995-07-08,6.0
243850,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,37.861739,4,T,1966-06-20,1995-07-08,0.0
243906,Male,Married,Greek Cypriot,n/a,Government - Semi-Government,Skilled Worker,51.879535,4,F,1952-06-13,1995-07-08,4.0
243928,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,36.396988,3,F,1967-12-07,1993-04-08,3.0
243958,Male,Single,Greek Cypriot,Professional qualification,Private Company / Partnership,Accountants,36.418891,3,F,1967-11-29,1994-01-05,2.0
243985,Female,Married,Greek Cypriot,n/a,Housewife,n/a,38.338125,3,T,1965-12-28,1993-05-24,1.0
244006,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,35.863107,4,F,1968-06-19,1995-07-08,2.0
244027,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,Clerical Staff,35.578371,4,F,1968-10-01,1991-02-06,1.0
244056,Male,Married,Greek Cypriot,College/University,Government - Semi-Government,Technicians,37.002053,5,F,1967-04-30,1993-07-16,6.0
244077,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,35.682409,1,T,1968-08-24,1995-07-08,5.0
244109,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,36.421629,1,T,1967-11-28,1995-07-08,1.0
244142,Male,Married,Greek Cypriot,n/a,Puplic Company,Skilled Worker,36.320329,3,F,1968-01-04,2000-06-08,3.0
244164,Male,Widowed,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,38.691307,3,F,1965-08-21,1995-07-08,5.0
244181,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,42.830938,5,F,1961-07-01,1995-07-08,5.0
244212,Female,Single,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,37.166324,1,T,1967-03-01,1995-07-08,2.0
244236,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Technicians,35.162218,2,F,1969-03-02,1992-12-18,6.0
244263,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,38.688569,7,F,1965-08-22,1995-07-08,6.0
244294,Male,Married,Greek Cypriot,n/a,Selfemployed,Construction companies Owne,36.202601,2,F,1968-02-16,1993-02-22,4.0
244319,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,38.685832,1,F,1965-08-23,1995-07-08,0.0
244340,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Broker/Financial Advisor,35.841205,4,F,1968-06-27,1997-08-28,3.0
244370,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Accountants,37.965777,2,T,1966-05-13,1995-07-08,4.0
244393,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,MILITARY,39.195072,2,F,1965-02-18,1995-07-08,3.0
244420,Male,n/a,Greek Cypriot,n/a,Puplic Company,Clerical Staff,39.460643,2,T,1964-11-13,1995-07-08,4.0
244486,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,38.765229,2,T,1965-07-25,1995-07-08,6.0
244510,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,38.505133,3,F,1965-10-28,1994-06-10,3.0
244530,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,38.502396,3,F,1965-10-29,1997-02-19,4.0
244550,Male,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,37.451061,3,F,1966-11-17,1999-09-20,3.0
244572,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,39.123888,1,F,1965-03-16,1994-05-13,1.0
244589,Male,n/a,Greek Cypriot,n/a,Selfemployed,MILITARY,38.691307,4,F,1965-08-21,1995-07-08,5.0
244611,Female,n/a,Greek Cypriot,College/University,Selfemployed,Other Professionals,41.004791,1,F,1963-04-29,1995-07-08,0.0
244630,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,35.422313,4,F,1968-11-27,1997-03-03,2.0
244646,Female,Divorced,Greek Cypriot,n/a,n/a,Other White Collar Employees,48.911704,3,F,1955-06-02,1995-07-08,3.0
244662,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,38.184805,3,F,1966-02-22,1994-06-08,1.0
